time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-18 00:00:00+00:00,9,4,28,5
2023-06-19 00:00:00+00:00,98,7,252,77
2023-06-20 00:00:00+00:00,88,6,260,16
2023-06-21 00:00:00+00:00,179,7,282,9
2023-06-22 00:00:00+00:00,109,8,169,9
2023-06-23 00:00:00+00:00,12,2,57,6
2023-06-24 00:00:00+00:00,82,6,179,7
2023-06-25 00:00:00+00:00,576,9,630,13
2023-06-26 00:00:00+00:00,117,6,261,29
2023-06-27 00:00:00+00:00,93,7,285,13
2023-06-28 00:00:00+00:00,43,4,267,18
2023-06-29 00:00:00+00:00,91,8,250,24
2023-06-30 00:00:00+00:00,67,9,144,16
2023-07-01 00:00:00+00:00,112,7,300,15
